0,1,2,3,4,5,6,7,8,9,10
24/05/2018,"May 24, 2018",SYS,Systems Limited,91.99,94.8,91.25,92.04,92.01,"650,000",91.99
23/05/2018,"May 23, 2018",SYS,Systems Limited,92,92,90.13,91.99,88.5,"70,000",92.4
22/05/2018,"May 22, 2018",SYS,Systems Limited,89,92.4,89,92.4,91.81,"98,000",88
21/05/2018,"May 21, 2018",SYS,Systems Limited,86.01,88,86.01,88,87.54,"14,500",88.6
18/05/2018,"May 18, 2018",SYS,Systems Limited,88.5,88.6,87.5,88.6,88.19,"3,000",89
17/05/2018,"May 17, 2018",SYS,Systems Limited,88.53,89,88.53,89,88.73,"2,000",90
16/05/2018,"May 16, 2018",SYS,Systems Limited,89.51,90,89.51,90,89.75,"1,000",90
15/05/2018,"May 15, 2018",SYS,Systems Limited,88,90.1,88,90,89.03,"10,000",89
14/05/2018,"May 14, 2018",SYS,Systems Limited,88.01,89.5,88,89,88,"11,000",91.49
11/05/2018,"May 11, 2018",SYS,Systems Limited,91.49,91.49,91.49,91.49,92.82,"5,500",93
10/05/2018,"May 10, 2018",SYS,Systems Limited,92,93.99,92,93,93.05,"50,500",92.33
09/05/2018,"May 09, 2018",SYS,Systems Limited,90.01,92.5,89,92.33,89.34,"339,500",90.97
08/05/2018,"May 08, 2018",SYS,Systems Limited,92,92,90,90.97,90.73,"227,500",91.94
07/05/2018,"May 07, 2018",SYS,Systems Limited,93.85,93.85,90.01,91.94,93,"24,500",92
04/05/2018,"May 04, 2018",SYS,Systems Limited,93,93,92,92,92.3,"45,000",93
03/05/2018,"May 03, 2018",SYS,Systems Limited,93.01,93.01,93,93,93,"3,500",94.93
02/05/2018,"May 02, 2018",SYS,Systems Limited,95,96.25,94.5,94.93,95.25,"24,000",97.56
30/04/2018,"Apr 30, 2018",SYS,Systems Limited,95.5,98.3,95.5,97.56,97.39,"30,500",96.19
27/04/2018,"Apr 27, 2018",SYS,Systems Limited,98.5,98.9,95.99,96.19,96.49,"123,500",95.67
26/04/2018,"Apr 26, 2018",SYS,Systems Limited,96,96,95,95.67,95.76,"46,000",96
25/04/2018,"Apr 25, 2018",SYS,Systems Limited,95.26,97,95.26,96,96.15,"7,000",97.5
24/04/2018,"Apr 24, 2018",SYS,Systems Limited,96,97.75,96,97.5,97.49,"160,000",97.07
23/04/2018,"Apr 23, 2018",SYS,Systems Limited,95,97.5,94.99,97.07,96.76,"91,000",94.26
20/04/2018,"Apr 20, 2018",SYS,Systems Limited,94.01,94.75,94,94.26,94,"788,500",94
19/04/2018,"Apr 19, 2018",SYS,Systems Limited,93.5,94,93.5,94,93.67,"1,500",94
18/04/2018,"Apr 18, 2018",SYS,Systems Limited,96.75,96.75,94,94,95.6,"21,000",93.65
17/04/2018,"Apr 17, 2018",SYS,Systems Limited,95,95.89,95,95.4,95.24,"9,500",95.8
16/04/2018,"Apr 16, 2018",SYS,Systems Limited,94.01,96,94.01,95.8,95.32,"47,500",96.53
13/04/2018,"Apr 13, 2018",SYS,Systems Limited,97,98.39,96,96.53,97.05,"162,000",96
12/04/2018,"Apr 12, 2018",SYS,Systems Limited,95.5,96.3,95.5,96,95.61,"50,000",95.79
11/04/2018,"Apr 11, 2018",SYS,Systems Limited,95.5,96.75,95.5,95.79,95.89,"20,500",96.49
10/04/2018,"Apr 10, 2018",SYS,Systems Limited,96.99,96.99,96,96.49,96.49,"29,500",95.6
09/04/2018,"Apr 09, 2018",SYS,Systems Limited,97,97.55,95.6,95.6,96.39,"25,500",96.48
06/04/2018,"Apr 06, 2018",SYS,Systems Limited,96,97.5,94.21,96.48,96.4,"56,000",96.75
05/04/2018,"Apr 05, 2018",SYS,Systems Limited,97.99,97.99,96,96.75,96.51,"271,500",96
04/04/2018,"Apr 04, 2018",SYS,Systems Limited,95,98,95,96,97,"105,000",94
03/04/2018,"Apr 03, 2018",SYS,Systems Limited,96,96,94,94,95.17,"13,500",95.06
02/04/2018,"Apr 02, 2018",SYS,Systems Limited,97,97.94,94.12,95.06,95.83,"5,500",96.62
30/03/2018,"Mar 30, 2018",SYS,Systems Limited,93.65,98,93.56,96.62,96.55,"119,000",95.04
29/03/2018,"Mar 29, 2018",SYS,Systems Limited,92.15,95.25,92.15,95.04,94.73,"106,500",93.68
28/03/2018,"Mar 28, 2018",SYS,Systems Limited,92,94,88.81,93.68,90.89,"300,000",93.48
27/03/2018,"Mar 27, 2018",SYS,Systems Limited,92.6,95,92.6,93.48,93.46,"406,000",95.94
26/03/2018,"Mar 26, 2018",SYS,Systems Limited,98,98.05,94.98,95.94,95.58,"272,000",99.05
22/03/2018,"Mar 22, 2018",SYS,Systems Limited,95.95,99.4,95.5,99.05,97.64,"1,136,000",96.29
21/03/2018,"Mar 21, 2018",SYS,Systems Limited,97,97.4,94.3,96.29,96.67,"686,500",97
20/03/2018,"Mar 20, 2018",SYS,Systems Limited,94.05,98,94.05,97,96.81,"705,000",95.42
19/03/2018,"Mar 19, 2018",SYS,Systems Limited,93.02,96,93.02,95.42,95.6,"382,500",94.02
16/03/2018,"Mar 16, 2018",SYS,Systems Limited,94.99,95.5,94,94.02,94.07,"183,000",93.6
15/03/2018,"Mar 15, 2018",SYS,Systems Limited,90,93.6,90,93.6,92.47,"1,102,000",89.15
14/03/2018,"Mar 14, 2018",SYS,Systems Limited,89,91,89,89.15,89.37,"43,000",88.91
13/03/2018,"Mar 13, 2018",SYS,Systems Limited,88,91,88,88.91,88.29,"32,500",88
12/03/2018,"Mar 12, 2018",SYS,Systems Limited,87.5,88.25,87.5,88,88,"26,000",86.5
09/03/2018,"Mar 09, 2018",SYS,Systems Limited,88,88,86.5,86.5,87.25,"1,000",88
08/03/2018,"Mar 08, 2018",SYS,Systems Limited,88,88.4,85.15,88,88.49,"53,500",88
07/03/2018,"Mar 07, 2018",SYS,Systems Limited,85,88.5,85,88,87.97,"147,000",88
06/03/2018,"Mar 06, 2018",SYS,Systems Limited,87,88,87,88,87.36,"3,500",88
05/03/2018,"Mar 05, 2018",SYS,Systems Limited,89.49,89.5,88,88,88.31,"23,000",87.99
02/03/2018,"Mar 02, 2018",SYS,Systems Limited,88,88,87.99,87.99,88,"7,000",88
01/03/2018,"Mar 01, 2018",SYS,Systems Limited,86.75,88,86.75,88,87.16,"36,500",88.16
28/02/2018,"Feb 28, 2018",SYS,Systems Limited,89.88,90,87.5,88.16,88.76,"53,000",87.05
27/02/2018,"Feb 27, 2018",SYS,Systems Limited,87,88.24,87,87.05,87.17,"49,000",88.25
26/02/2018,"Feb 26, 2018",SYS,Systems Limited,89.25,89.25,88,88.25,88.37,"253,500",90.5
23/02/2018,"Feb 23, 2018",SYS,Systems Limited,92.15,94.99,90,90.5,93.47,"124,500",92.13
22/02/2018,"Feb 22, 2018",SYS,Systems Limited,88.45,92.13,88.45,92.13,91.13,"385,000",87.75
21/02/2018,"Feb 21, 2018",SYS,Systems Limited,85.51,87.99,85.51,87.75,85.95,"13,000",88
20/02/2018,"Feb 20, 2018",SYS,Systems Limited,88,88,88,88,88,500,87.95
19/02/2018,"Feb 19, 2018",SYS,Systems Limited,87.05,87.95,87.01,87.95,87.04,"12,500",88.51
16/02/2018,"Feb 16, 2018",SYS,Systems Limited,86.5,89,86.5,88.51,87.67,"314,000",86.18
15/02/2018,"Feb 15, 2018",SYS,Systems Limited,87.5,87.5,86,86.18,86.68,"32,000",87
14/02/2018,"Feb 14, 2018",SYS,Systems Limited,87.9,88,87,87,87.78,"173,000",87.99
13/02/2018,"Feb 13, 2018",SYS,Systems Limited,87,88.5,85.76,87.99,87.33,"50,000",86.33
12/02/2018,"Feb 12, 2018",SYS,Systems Limited,86,87,85,86.33,85.97,"63,000",87.85
09/02/2018,"Feb 09, 2018",SYS,Systems Limited,86.99,88.2,85.5,87.85,86.99,"18,000",87
08/02/2018,"Feb 08, 2018",SYS,Systems Limited,86.5,88,86.5,87,88.29,"189,000",87.29
07/02/2018,"Feb 07, 2018",SYS,Systems Limited,85,89,85,87.29,87.56,"226,000",85.4
06/02/2018,"Feb 06, 2018",SYS,Systems Limited,83,86.9,83,85.4,85.12,"61,500",84.69
02/02/2018,"Feb 02, 2018",SYS,Systems Limited,83.6,85,83.6,84.69,84.61,"33,000",84.44
01/02/2018,"Feb 01, 2018",SYS,Systems Limited,85,85.9,83.2,84.44,84.46,"57,500",86
31/01/2018,"Jan 31, 2018",SYS,Systems Limited,85,86.2,84.6,86,86.93,"31,000",85.38
30/01/2018,"Jan 30, 2018",SYS,Systems Limited,87,87,85.1,85.38,85.72,"14,500",87.66
29/01/2018,"Jan 29, 2018",SYS,Systems Limited,87,88.8,86.41,87.66,87.4,"49,000",87.21
26/01/2018,"Jan 26, 2018",SYS,Systems Limited,83.5,88.35,83.5,87.21,86.84,"378,500",84.94
25/01/2018,"Jan 25, 2018",SYS,Systems Limited,86,86.4,84,84.94,84.81,"77,500",84.64
24/01/2018,"Jan 24, 2018",SYS,Systems Limited,83,86.11,83,84.64,85.52,"387,500",82.01
23/01/2018,"Jan 23, 2018",SYS,Systems Limited,82.01,83,82,82.01,82.04,"41,500",83.03
22/01/2018,"Jan 22, 2018",SYS,Systems Limited,83,83.5,82.1,83.03,82.99,"76,000",82.9
19/01/2018,"Jan 19, 2018",SYS,Systems Limited,83.5,83.9,82.55,82.9,83.28,"23,000",83
18/01/2018,"Jan 18, 2018",SYS,Systems Limited,83.5,85.5,82.3,83,84.55,"287,000",83
17/01/2018,"Jan 17, 2018",SYS,Systems Limited,81.85,83.5,81.75,83,82.58,"51,500",80.72
16/01/2018,"Jan 16, 2018",SYS,Systems Limited,82.95,83.45,80.4,80.72,81.75,"33,500",81.99
15/01/2018,"Jan 15, 2018",SYS,Systems Limited,82.1,82.9,81.1,81.99,82.07,"56,500",82.61
12/01/2018,"Jan 12, 2018",SYS,Systems Limited,82.99,84.75,82,82.61,82.83,"1,784,000",82.88
11/01/2018,"Jan 11, 2018",SYS,Systems Limited,83,83.5,81,82.88,81.62,"734,500",83.9
10/01/2018,"Jan 10, 2018",SYS,Systems Limited,84.95,85,82.01,83.9,83.55,"71,000",82.98
09/01/2018,"Jan 09, 2018",SYS,Systems Limited,82.4,84.33,81,82.98,83.71,"260,500",80.32
08/01/2018,"Jan 08, 2018",SYS,Systems Limited,74.5,80.34,74.5,80.32,79.87,"436,000",76.52
05/01/2018,"Jan 05, 2018",SYS,Systems Limited,74.35,77,71,76.52,75.74,"180,500",74.01
04/01/2018,"Jan 04, 2018",SYS,Systems Limited,71.03,74.5,71.03,74.01,73.92,"381,500",72.75
03/01/2018,"Jan 03, 2018",SYS,Systems Limited,74.03,74.6,72.3,72.75,73.31,"21,000",75.32
02/01/2018,"Jan 02, 2018",SYS,Systems Limited,74.85,76,73.11,75.32,74.94,"197,500",75
01/01/2018,"Jan 01, 2018",SYS,Systems Limited,75.5,75.5,75,75,75.17,"4,000",73.92
29/12/2017,"Dec 29, 2017",SYS,Systems Limited,75,75,72.61,73.92,74.2,"238,000",74.49
28/12/2017,"Dec 28, 2017",SYS,Systems Limited,71,74.57,70,74.49,74.04,"275,000",71.02
27/12/2017,"Dec 27, 2017",SYS,Systems Limited,67.5,71.18,67.5,71.02,70.34,"161,000",67.94
26/12/2017,"Dec 26, 2017",SYS,Systems Limited,69.74,69.74,66.05,67.94,67.71,"51,500",69.31
22/12/2017,"Dec 22, 2017",SYS,Systems Limited,69.51,70,67.99,69.31,68.2,"430,000",68.84
21/12/2017,"Dec 21, 2017",SYS,Systems Limited,67.5,69,67.5,68.84,68.2,"8,500",66.5
20/12/2017,"Dec 20, 2017",SYS,Systems Limited,67.99,68,65.05,66.5,66.49,"37,500",67.01
19/12/2017,"Dec 19, 2017",SYS,Systems Limited,67.01,0,0,67.01,0,0,67.01
18/12/2017,"Dec 18, 2017",SYS,Systems Limited,67.25,67.25,66.99,67.01,67.01,"98,500",68
15/12/2017,"Dec 15, 2017",SYS,Systems Limited,67.9,69,66.25,68,68.02,"249,500",66.81
14/12/2017,"Dec 14, 2017",SYS,Systems Limited,69.76,70.75,66.5,66.81,68.96,"140,000",69.6
13/12/2017,"Dec 13, 2017",SYS,Systems Limited,67.5,69.6,67.5,69.6,69.47,"106,500",66.29
12/12/2017,"Dec 12, 2017",SYS,Systems Limited,68,69,64.09,66.29,64.82,"438,500",67.46
11/12/2017,"Dec 11, 2017",SYS,Systems Limited,71,73.25,66.75,67.46,71.49,"304,500",70.26
08/12/2017,"Dec 08, 2017",SYS,Systems Limited,67.99,70.52,67.99,70.26,70.3,"176,000",67.17
07/12/2017,"Dec 07, 2017",SYS,Systems Limited,70.31,70.31,67.17,67.17,67.96,"34,000",70.7
06/12/2017,"Dec 06, 2017",SYS,Systems Limited,70.7,70.7,70.7,70.7,70.7,500,72
05/12/2017,"Dec 05, 2017",SYS,Systems Limited,71.25,72,71.25,72,71.58,"1,500",72.03
04/12/2017,"Dec 04, 2017",SYS,Systems Limited,72.03,0,0,72.03,0,0,72.03
30/11/2017,"Nov 30, 2017",SYS,Systems Limited,72.25,72.25,72,72.03,73.7,"7,000",72
29/11/2017,"Nov 29, 2017",SYS,Systems Limited,72.01,72.05,72,72,72.01,"67,000",72.2
28/11/2017,"Nov 28, 2017",SYS,Systems Limited,72,73,72,72.2,72.44,"5,500",73.25
27/11/2017,"Nov 27, 2017",SYS,Systems Limited,73.49,74,72,73.25,73.87,"33,500",72.2
24/11/2017,"Nov 24, 2017",SYS,Systems Limited,73.45,73.45,72.2,72.2,72.63,"1,500",72.5
23/11/2017,"Nov 23, 2017",SYS,Systems Limited,72.5,0,0,72.5,0,0,72.5
22/11/2017,"Nov 22, 2017",SYS,Systems Limited,71,72.5,71,72.5,72,"9,000",71
21/11/2017,"Nov 21, 2017",SYS,Systems Limited,71,71,71,71,71.05,"12,000",70.02
20/11/2017,"Nov 20, 2017",SYS,Systems Limited,72.84,72.84,68.01,70.02,71.15,"14,500",71
17/11/2017,"Nov 17, 2017",SYS,Systems Limited,70.1,72.95,70.1,71,71.17,"5,500",71
16/11/2017,"Nov 16, 2017",SYS,Systems Limited,71.5,71.5,70.3,71,71,"23,000",72.5
15/11/2017,"Nov 15, 2017",SYS,Systems Limited,72.5,0,0,72.5,0,0,72.5
14/11/2017,"Nov 14, 2017",SYS,Systems Limited,72.1,73.99,72.01,72.5,72.99,"5,500",73.9
13/11/2017,"Nov 13, 2017",SYS,Systems Limited,73.9,0,0,73.9,0,0,73.9
10/11/2017,"Nov 10, 2017",SYS,Systems Limited,71.62,73.9,71.62,73.9,72,"3,000",74
09/11/2017,"Nov 09, 2017",SYS,Systems Limited,73.5,74,73.5,74,73.67,"3,000",73.5
08/11/2017,"Nov 08, 2017",SYS,Systems Limited,71.11,73.5,71.11,73.5,73.28,"5,500",73.15
07/11/2017,"Nov 07, 2017",SYS,Systems Limited,73,73.5,71,73.15,72.7,"7,500",73
06/11/2017,"Nov 06, 2017",SYS,Systems Limited,73,73.49,72.5,73,72.99,"23,500",74
03/11/2017,"Nov 03, 2017",SYS,Systems Limited,74,74.5,74,74,74.28,"3,000",73.03
02/11/2017,"Nov 02, 2017",SYS,Systems Limited,73.03,0,0,73.03,0,0,73.03
01/11/2017,"Nov 01, 2017",SYS,Systems Limited,70,73.03,70,73.03,73.01,"61,000",69.56
31/10/2017,"Oct 31, 2017",SYS,Systems Limited,70.11,72.99,69.55,69.56,70.65,"8,000",72.5
30/10/2017,"Oct 30, 2017",SYS,Systems Limited,72,73,71.5,72.5,71.62,"4,500",74.05
27/10/2017,"Oct 27, 2017",SYS,Systems Limited,75,76.14,73.5,74.05,75.62,"118,500",72.52
26/10/2017,"Oct 26, 2017",SYS,Systems Limited,75,75,72,72.52,73.5,"35,000",73.4
25/10/2017,"Oct 25, 2017",SYS,Systems Limited,73.5,73.5,70,73.4,73.04,"39,500",70
24/10/2017,"Oct 24, 2017",SYS,Systems Limited,69.75,70,69.75,70,69.99,"35,500",69.2
23/10/2017,"Oct 23, 2017",SYS,Systems Limited,70,71,69.05,69.2,69.86,"15,500",70.6
20/10/2017,"Oct 20, 2017",SYS,Systems Limited,69.98,71.71,69.98,70.6,71.55,"181,500",68.3
19/10/2017,"Oct 19, 2017",SYS,Systems Limited,66.24,68.3,66.01,68.3,67.13,"14,000",65.05
18/10/2017,"Oct 18, 2017",SYS,Systems Limited,65.5,66,64.03,65.05,65.04,"219,500",65.66
17/10/2017,"Oct 17, 2017",SYS,Systems Limited,68.99,69,65.05,65.66,66.8,"29,500",68.05
16/10/2017,"Oct 16, 2017",SYS,Systems Limited,65.5,68.7,65.5,68.05,67.97,"30,500",67
13/10/2017,"Oct 13, 2017",SYS,Systems Limited,67,67,67,67,67,"1,000",68.55
12/10/2017,"Oct 12, 2017",SYS,Systems Limited,71.15,71.15,68.55,68.55,67.71,"10,500",71
11/10/2017,"Oct 11, 2017",SYS,Systems Limited,70.5,71,70,71,70,"4,500",70
10/10/2017,"Oct 10, 2017",SYS,Systems Limited,70,70,69.5,70,68.54,"21,500",70.97
09/10/2017,"Oct 09, 2017",SYS,Systems Limited,69.05,73.63,69.05,70.97,72.46,"35,000",70.13
06/10/2017,"Oct 06, 2017",SYS,Systems Limited,69.25,70.2,69,70.13,69.81,"10,500",69.12
05/10/2017,"Oct 05, 2017",SYS,Systems Limited,71,71,69,69.12,69.23,"12,000",70.61
04/10/2017,"Oct 04, 2017",SYS,Systems Limited,73.5,73.5,70.45,70.61,71.06,"27,500",74.15
03/10/2017,"Oct 03, 2017",SYS,Systems Limited,74.15,74.15,74.15,74.15,74.15,500,77
02/10/2017,"Oct 02, 2017",SYS,Systems Limited,75.54,77,75.5,77,75.65,"4,500",77.54
29/09/2017,"Sep 29, 2017",SYS,Systems Limited,76,78.39,76,77.54,75,"8,500",75.99
28/09/2017,"Sep 28, 2017",SYS,Systems Limited,72.52,75.99,72.52,75.99,74.7,"44,500",74.51
27/09/2017,"Sep 27, 2017",SYS,Systems Limited,76.5,77,74,74.51,75.25,"31,500",76.45
26/09/2017,"Sep 26, 2017",SYS,Systems Limited,75.5,78.99,73.8,76.45,76.38,"28,500",75.41
25/09/2017,"Sep 25, 2017",SYS,Systems Limited,76,77.01,75.06,75.41,75.83,"11,500",77.01
22/09/2017,"Sep 22, 2017",SYS,Systems Limited,76.7,78.99,76.7,77.01,77.62,"15,000",78
21/09/2017,"Sep 21, 2017",SYS,Systems Limited,78,78,78,78,78,"3,500",78.87
20/09/2017,"Sep 20, 2017",SYS,Systems Limited,77,78.87,77,78.87,77.71,"8,500",78.5
19/09/2017,"Sep 19, 2017",SYS,Systems Limited,79,79,78.5,78.5,78.9,"2,500",78.4
18/09/2017,"Sep 18, 2017",SYS,Systems Limited,80.5,83.9,78.4,78.4,79.31,"24,000",80.68
